pid,process_name,access_label,success,error_code,error_message
11640,chrome.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
11640,chrome.exe,PROCESS_VM_OPERATION,1,0,"Success"
11640,chrome.exe,PROCESS_VM_WRITE,1,0,"Success"
11640,chrome.exe,PROCESS_CREATE_THREAD,1,0,"Success"
14896,chrome.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
14896,chrome.exe,PROCESS_VM_READ,1,0,"Success"
14896,chrome.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
14896,chrome.exe,PROCESS_VM_OPERATION,1,0,"Success"
14896,chrome.exe,PROCESS_VM_WRITE,1,0,"Success"
14896,chrome.exe,PROCESS_CREATE_THREAD,1,0,"Success"
2196,chrome.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
2196,chrome.exe,PROCESS_VM_READ,1,0,"Success"
2196,chrome.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
2196,chrome.exe,PROCESS_VM_OPERATION,1,0,"Success"
2196,chrome.exe,PROCESS_VM_WRITE,1,0,"Success"
2196,chrome.exe,PROCESS_CREATE_THREAD,1,0,"Success"
17008,chrome.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
17008,chrome.exe,PROCESS_VM_READ,1,0,"Success"
17008,chrome.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
17008,chrome.exe,PROCESS_VM_OPERATION,1,0,"Success"
17008,chrome.exe,PROCESS_VM_WRITE,1,0,"Success"
17008,chrome.exe,PROCESS_CREATE_THREAD,1,0,"Success"
5140,chrome.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
5140,chrome.exe,PROCESS_VM_READ,1,0,"Success"
5140,chrome.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
5140,chrome.exe,PROCESS_VM_OPERATION,1,0,"Success"
5140,chrome.exe,PROCESS_VM_WRITE,1,0,"Success"
5140,chrome.exe,PROCESS_CREATE_THREAD,1,0,"Success"
18932,Code.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
18932,Code.exe,PROCESS_VM_READ,1,0,"Success"
18932,Code.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
18932,Code.exe,PROCESS_VM_OPERATION,1,0,"Success"
18932,Code.exe,PROCESS_VM_WRITE,1,0,"Success"
18932,Code.exe,PROCESS_CREATE_THREAD,1,0,"Success"
16484,Code.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
16484,Code.exe,PROCESS_VM_READ,1,0,"Success"
16484,Code.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
16484,Code.exe,PROCESS_VM_OPERATION,1,0,"Success"
16484,Code.exe,PROCESS_VM_WRITE,1,0,"Success"
16484,Code.exe,PROCESS_CREATE_THREAD,1,0,"Success"
11512,Code.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
11512,Code.exe,PROCESS_VM_READ,1,0,"Success"
11512,Code.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
11512,Code.exe,PROCESS_VM_OPERATION,1,0,"Success"
11512,Code.exe,PROCESS_VM_WRITE,1,0,"Success"
11512,Code.exe,PROCESS_CREATE_THREAD,1,0,"Success"
8288,Code.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
8288,Code.exe,PROCESS_VM_READ,1,0,"Success"
8288,Code.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
8288,Code.exe,PROCESS_VM_OPERATION,1,0,"Success"
8288,Code.exe,PROCESS_VM_WRITE,1,0,"Success"
8288,Code.exe,PROCESS_CREATE_THREAD,1,0,"Success"
15136,Code.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
15136,Code.exe,PROCESS_VM_READ,1,0,"Success"
15136,Code.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
15136,Code.exe,PROCESS_VM_OPERATION,1,0,"Success"
15136,Code.exe,PROCESS_VM_WRITE,1,0,"Success"
15136,Code.exe,PROCESS_CREATE_THREAD,1,0,"Success"
16152,Code.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
16152,Code.exe,PROCESS_VM_READ,1,0,"Success"
16152,Code.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
16152,Code.exe,PROCESS_VM_OPERATION,1,0,"Success"
16152,Code.exe,PROCESS_VM_WRITE,1,0,"Success"
16152,Code.exe,PROCESS_CREATE_THREAD,1,0,"Success"
13452,Code.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
13452,Code.exe,PROCESS_VM_READ,1,0,"Success"
13452,Code.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
13452,Code.exe,PROCESS_VM_OPERATION,1,0,"Success"
13452,Code.exe,PROCESS_VM_WRITE,1,0,"Success"
13452,Code.exe,PROCESS_CREATE_THREAD,1,0,"Success"
15908,Code.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
15908,Code.exe,PROCESS_VM_READ,1,0,"Success"
15908,Code.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
15908,Code.exe,PROCESS_VM_OPERATION,1,0,"Success"
15908,Code.exe,PROCESS_VM_WRITE,1,0,"Success"
15908,Code.exe,PROCESS_CREATE_THREAD,1,0,"Success"
3828,Code.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
3828,Code.exe,PROCESS_VM_READ,1,0,"Success"
3828,Code.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
3828,Code.exe,PROCESS_VM_OPERATION,1,0,"Success"
3828,Code.exe,PROCESS_VM_WRITE,1,0,"Success"
3828,Code.exe,PROCESS_CREATE_THREAD,1,0,"Success"
15056,conhost.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
15056,conhost.exe,PROCESS_VM_READ,1,0,"Success"
15056,conhost.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
15056,conhost.exe,PROCESS_VM_OPERATION,1,0,"Success"
15056,conhost.exe,PROCESS_VM_WRITE,1,0,"Success"
15056,conhost.exe,PROCESS_CREATE_THREAD,1,0,"Success"
5784,powershell.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
5784,powershell.exe,PROCESS_VM_READ,1,0,"Success"
5784,powershell.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
5784,powershell.exe,PROCESS_VM_OPERATION,1,0,"Success"
5784,powershell.exe,PROCESS_VM_WRITE,1,0,"Success"
5784,powershell.exe,PROCESS_CREATE_THREAD,1,0,"Success"
15788,cpptools.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
15788,cpptools.exe,PROCESS_VM_READ,1,0,"Success"
15788,cpptools.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
15788,cpptools.exe,PROCESS_VM_OPERATION,1,0,"Success"
15788,cpptools.exe,PROCESS_VM_WRITE,1,0,"Success"
15788,cpptools.exe,PROCESS_CREATE_THREAD,1,0,"Success"
3552,conhost.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
3552,conhost.exe,PROCESS_VM_READ,1,0,"Success"
3552,conhost.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
3552,conhost.exe,PROCESS_VM_OPERATION,1,0,"Success"
3552,conhost.exe,PROCESS_VM_WRITE,1,0,"Success"
3552,conhost.exe,PROCESS_CREATE_THREAD,1,0,"Success"
13460,cpptools.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
13460,cpptools.exe,PROCESS_VM_READ,1,0,"Success"
13460,cpptools.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
13460,cpptools.exe,PROCESS_VM_OPERATION,1,0,"Success"
13460,cpptools.exe,PROCESS_VM_WRITE,1,0,"Success"
13460,cpptools.exe,PROCESS_CREATE_THREAD,1,0,"Success"
2284,CodeSetup-stable-ce099c1ed25d9eb3076c11e4a280f3eb52b4fbeb.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
2284,CodeSetup-stable-ce099c1ed25d9eb3076c11e4a280f3eb52b4fbeb.exe,PROCESS_VM_READ,1,0,"Success"
2284,CodeSetup-stable-ce099c1ed25d9eb3076c11e4a280f3eb52b4fbeb.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
2284,CodeSetup-stable-ce099c1ed25d9eb3076c11e4a280f3eb52b4fbeb.exe,PROCESS_VM_OPERATION,1,0,"Success"
2284,CodeSetup-stable-ce099c1ed25d9eb3076c11e4a280f3eb52b4fbeb.exe,PROCESS_VM_WRITE,1,0,"Success"
2284,CodeSetup-stable-ce099c1ed25d9eb3076c11e4a280f3eb52b4fbeb.exe,PROCESS_CREATE_THREAD,1,0,"Success"
16304,CodeSetup-stable-ce099c1ed25d9eb3076c11e4a280f3eb52b4fbeb.tmp,PROCESS_QUERY_INFORMATION,1,0,"Success"
16304,CodeSetup-stable-ce099c1ed25d9eb3076c11e4a280f3eb52b4fbeb.tmp,PROCESS_VM_READ,1,0,"Success"
16304,CodeSetup-stable-ce099c1ed25d9eb3076c11e4a280f3eb52b4fbeb.tmp,QUERY_INFORMATION | VM_READ,1,0,"Success"
16304,CodeSetup-stable-ce099c1ed25d9eb3076c11e4a280f3eb52b4fbeb.tmp,PROCESS_VM_OPERATION,1,0,"Success"
16304,CodeSetup-stable-ce099c1ed25d9eb3076c11e4a280f3eb52b4fbeb.tmp,PROCESS_VM_WRITE,1,0,"Success"
16304,CodeSetup-stable-ce099c1ed25d9eb3076c11e4a280f3eb52b4fbeb.tmp,PROCESS_CREATE_THREAD,1,0,"Success"
14620,MpCopyAccelerator.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
14620,MpCopyAccelerator.exe,PROCESS_VM_READ,0,5,"Access denied"
14620,MpCopyAccelerator.exe,QUERY_INFORMATION | VM_READ,0,5,"Access denied"
14620,MpCopyAccelerator.exe,PROCESS_VM_OPERATION,0,5,"Access denied"
14620,MpCopyAccelerator.exe,PROCESS_VM_WRITE,0,5,"Access denied"
14620,MpCopyAccelerator.exe,PROCESS_CREATE_THREAD,0,5,"Access denied"
4664,chrome.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
4664,chrome.exe,PROCESS_VM_READ,1,0,"Success"
4664,chrome.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
4664,chrome.exe,PROCESS_VM_OPERATION,1,0,"Success"
4664,chrome.exe,PROCESS_VM_WRITE,1,0,"Success"
4664,chrome.exe,PROCESS_CREATE_THREAD,1,0,"Success"
7164,chrome.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
7164,chrome.exe,PROCESS_VM_READ,1,0,"Success"
7164,chrome.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
7164,chrome.exe,PROCESS_VM_OPERATION,1,0,"Success"
7164,chrome.exe,PROCESS_VM_WRITE,1,0,"Success"
7164,chrome.exe,PROCESS_CREATE_THREAD,1,0,"Success"
16948,Code.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
16948,Code.exe,PROCESS_VM_READ,1,0,"Success"
16948,Code.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
16948,Code.exe,PROCESS_VM_OPERATION,1,0,"Success"
16948,Code.exe,PROCESS_VM_WRITE,1,0,"Success"
16948,Code.exe,PROCESS_CREATE_THREAD,1,0,"Success"
17048,chrome.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
17048,chrome.exe,PROCESS_VM_READ,1,0,"Success"
17048,chrome.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
17048,chrome.exe,PROCESS_VM_OPERATION,1,0,"Success"
17048,chrome.exe,PROCESS_VM_WRITE,1,0,"Success"
17048,chrome.exe,PROCESS_CREATE_THREAD,1,0,"Success"
13152,chrome.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
13152,chrome.exe,PROCESS_VM_READ,1,0,"Success"
13152,chrome.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
13152,chrome.exe,PROCESS_VM_OPERATION,1,0,"Success"
13152,chrome.exe,PROCESS_VM_WRITE,1,0,"Success"
13152,chrome.exe,PROCESS_CREATE_THREAD,1,0,"Success"
332,chrome.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
332,chrome.exe,PROCESS_VM_READ,1,0,"Success"
332,chrome.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
332,chrome.exe,PROCESS_VM_OPERATION,1,0,"Success"
332,chrome.exe,PROCESS_VM_WRITE,1,0,"Success"
332,chrome.exe,PROCESS_CREATE_THREAD,1,0,"Success"
3444,cmd.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
3444,cmd.exe,PROCESS_VM_READ,1,0,"Success"
3444,cmd.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
3444,cmd.exe,PROCESS_VM_OPERATION,1,0,"Success"
3444,cmd.exe,PROCESS_VM_WRITE,1,0,"Success"
3444,cmd.exe,PROCESS_CREATE_THREAD,1,0,"Success"
13556,conhost.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
13556,conhost.exe,PROCESS_VM_READ,1,0,"Success"
13556,conhost.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
13556,conhost.exe,PROCESS_VM_OPERATION,1,0,"Success"
13556,conhost.exe,PROCESS_VM_WRITE,1,0,"Success"
13556,conhost.exe,PROCESS_CREATE_THREAD,1,0,"Success"
14880,Code.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
14880,Code.exe,PROCESS_VM_READ,1,0,"Success"
14880,Code.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
14880,Code.exe,PROCESS_VM_OPERATION,1,0,"Success"
14880,Code.exe,PROCESS_VM_WRITE,1,0,"Success"
14880,Code.exe,PROCESS_CREATE_THREAD,1,0,"Success"
684,notepad.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
684,notepad.exe,PROCESS_VM_READ,1,0,"Success"
684,notepad.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
684,notepad.exe,PROCESS_VM_OPERATION,1,0,"Success"
684,notepad.exe,PROCESS_VM_WRITE,1,0,"Success"
684,notepad.exe,PROCESS_CREATE_THREAD,1,0,"Success"
12308,chrome.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
12308,chrome.exe,PROCESS_VM_READ,1,0,"Success"
12308,chrome.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
12308,chrome.exe,PROCESS_VM_OPERATION,1,0,"Success"
12308,chrome.exe,PROCESS_VM_WRITE,1,0,"Success"
12308,chrome.exe,PROCESS_CREATE_THREAD,1,0,"Success"
5192,msedge.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
5192,msedge.exe,PROCESS_VM_READ,1,0,"Success"
5192,msedge.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
5192,msedge.exe,PROCESS_VM_OPERATION,1,0,"Success"
5192,msedge.exe,PROCESS_VM_WRITE,1,0,"Success"
5192,msedge.exe,PROCESS_CREATE_THREAD,1,0,"Success"
11156,msedge.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
11156,msedge.exe,PROCESS_VM_READ,1,0,"Success"
11156,msedge.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
11156,msedge.exe,PROCESS_VM_OPERATION,1,0,"Success"
11156,msedge.exe,PROCESS_VM_WRITE,1,0,"Success"
11156,msedge.exe,PROCESS_CREATE_THREAD,1,0,"Success"
2112,msedge.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
2112,msedge.exe,PROCESS_VM_READ,1,0,"Success"
2112,msedge.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
2112,msedge.exe,PROCESS_VM_OPERATION,1,0,"Success"
2112,msedge.exe,PROCESS_VM_WRITE,1,0,"Success"
2112,msedge.exe,PROCESS_CREATE_THREAD,1,0,"Success"
1412,msedge.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
1412,msedge.exe,PROCESS_VM_READ,1,0,"Success"
1412,msedge.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
1412,msedge.exe,PROCESS_VM_OPERATION,1,0,"Success"
1412,msedge.exe,PROCESS_VM_WRITE,1,0,"Success"
1412,msedge.exe,PROCESS_CREATE_THREAD,1,0,"Success"
14032,msedge.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
14032,msedge.exe,PROCESS_VM_READ,1,0,"Success"
14032,msedge.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
14032,msedge.exe,PROCESS_VM_OPERATION,1,0,"Success"
14032,msedge.exe,PROCESS_VM_WRITE,1,0,"Success"
14032,msedge.exe,PROCESS_CREATE_THREAD,1,0,"Success"
13776,msedge.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
13776,msedge.exe,PROCESS_VM_READ,1,0,"Success"
13776,msedge.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
13776,msedge.exe,PROCESS_VM_OPERATION,1,0,"Success"
13776,msedge.exe,PROCESS_VM_WRITE,1,0,"Success"
13776,msedge.exe,PROCESS_CREATE_THREAD,1,0,"Success"
9108,msedge.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
9108,msedge.exe,PROCESS_VM_READ,1,0,"Success"
9108,msedge.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
9108,msedge.exe,PROCESS_VM_OPERATION,1,0,"Success"
9108,msedge.exe,PROCESS_VM_WRITE,1,0,"Success"
9108,msedge.exe,PROCESS_CREATE_THREAD,1,0,"Success"
1516,msedge.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
1516,msedge.exe,PROCESS_VM_READ,1,0,"Success"
1516,msedge.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
1516,msedge.exe,PROCESS_VM_OPERATION,1,0,"Success"
1516,msedge.exe,PROCESS_VM_WRITE,1,0,"Success"
1516,msedge.exe,PROCESS_CREATE_THREAD,1,0,"Success"
19124,chrome.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
19124,chrome.exe,PROCESS_VM_READ,1,0,"Success"
19124,chrome.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
19124,chrome.exe,PROCESS_VM_OPERATION,1,0,"Success"
19124,chrome.exe,PROCESS_VM_WRITE,1,0,"Success"
19124,chrome.exe,PROCESS_CREATE_THREAD,1,0,"Success"
9304,chrome.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
9304,chrome.exe,PROCESS_VM_READ,1,0,"Success"
9304,chrome.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
9304,chrome.exe,PROCESS_VM_OPERATION,1,0,"Success"
9304,chrome.exe,PROCESS_VM_WRITE,1,0,"Success"
9304,chrome.exe,PROCESS_CREATE_THREAD,1,0,"Success"
13796,cpptools-srv.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
13796,cpptools-srv.exe,PROCESS_VM_READ,1,0,"Success"
13796,cpptools-srv.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
13796,cpptools-srv.exe,PROCESS_VM_OPERATION,1,0,"Success"
13796,cpptools-srv.exe,PROCESS_VM_WRITE,1,0,"Success"
13796,cpptools-srv.exe,PROCESS_CREATE_THREAD,1,0,"Success"
14704,conhost.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
14704,conhost.exe,PROCESS_VM_READ,1,0,"Success"
14704,conhost.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
14704,conhost.exe,PROCESS_VM_OPERATION,1,0,"Success"
14704,conhost.exe,PROCESS_VM_WRITE,1,0,"Success"
14704,conhost.exe,PROCESS_CREATE_THREAD,1,0,"Success"
5152,cpptools-srv.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
5152,cpptools-srv.exe,PROCESS_VM_READ,1,0,"Success"
5152,cpptools-srv.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
5152,cpptools-srv.exe,PROCESS_VM_OPERATION,1,0,"Success"
5152,cpptools-srv.exe,PROCESS_VM_WRITE,1,0,"Success"
5152,cpptools-srv.exe,PROCESS_CREATE_THREAD,1,0,"Success"
2352,conhost.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
2352,conhost.exe,PROCESS_VM_READ,1,0,"Success"
2352,conhost.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
2352,conhost.exe,PROCESS_VM_OPERATION,1,0,"Success"
2352,conhost.exe,PROCESS_VM_WRITE,1,0,"Success"
2352,conhost.exe,PROCESS_CREATE_THREAD,1,0,"Success"
1724,cpptools-srv.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
1724,cpptools-srv.exe,PROCESS_VM_READ,1,0,"Success"
1724,cpptools-srv.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
1724,cpptools-srv.exe,PROCESS_VM_OPERATION,1,0,"Success"
1724,cpptools-srv.exe,PROCESS_VM_WRITE,1,0,"Success"
1724,cpptools-srv.exe,PROCESS_CREATE_THREAD,1,0,"Success"
432,conhost.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
432,conhost.exe,PROCESS_VM_READ,1,0,"Success"
432,conhost.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
432,conhost.exe,PROCESS_VM_OPERATION,1,0,"Success"
432,conhost.exe,PROCESS_VM_WRITE,1,0,"Success"
432,conhost.exe,PROCESS_CREATE_THREAD,1,0,"Success"
9720,chrome.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
9720,chrome.exe,PROCESS_VM_READ,1,0,"Success"
9720,chrome.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
9720,chrome.exe,PROCESS_VM_OPERATION,1,0,"Success"
9720,chrome.exe,PROCESS_VM_WRITE,1,0,"Success"
9720,chrome.exe,PROCESS_CREATE_THREAD,1,0,"Success"
14124,chrome.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
14124,chrome.exe,PROCESS_VM_READ,1,0,"Success"
14124,chrome.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
14124,chrome.exe,PROCESS_VM_OPERATION,1,0,"Success"
14124,chrome.exe,PROCESS_VM_WRITE,1,0,"Success"
14124,chrome.exe,PROCESS_CREATE_THREAD,1,0,"Success"
2608,chrome.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
2608,chrome.exe,PROCESS_VM_READ,1,0,"Success"
2608,chrome.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
2608,chrome.exe,PROCESS_VM_OPERATION,1,0,"Success"
2608,chrome.exe,PROCESS_VM_WRITE,1,0,"Success"
2608,chrome.exe,PROCESS_CREATE_THREAD,1,0,"Success"
11584,cpptools-srv.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
11584,cpptools-srv.exe,PROCESS_VM_READ,1,0,"Success"
11584,cpptools-srv.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
11584,cpptools-srv.exe,PROCESS_VM_OPERATION,1,0,"Success"
11584,cpptools-srv.exe,PROCESS_VM_WRITE,1,0,"Success"
11584,cpptools-srv.exe,PROCESS_CREATE_THREAD,1,0,"Success"
14300,conhost.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
14300,conhost.exe,PROCESS_VM_READ,1,0,"Success"
14300,conhost.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
14300,conhost.exe,PROCESS_VM_OPERATION,1,0,"Success"
14300,conhost.exe,PROCESS_VM_WRITE,1,0,"Success"
14300,conhost.exe,PROCESS_CREATE_THREAD,1,0,"Success"
16296,cpptools-srv.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
16296,cpptools-srv.exe,PROCESS_VM_READ,1,0,"Success"
16296,cpptools-srv.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
16296,cpptools-srv.exe,PROCESS_VM_OPERATION,1,0,"Success"
16296,cpptools-srv.exe,PROCESS_VM_WRITE,1,0,"Success"
16296,cpptools-srv.exe,PROCESS_CREATE_THREAD,1,0,"Success"
2472,conhost.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
2472,conhost.exe,PROCESS_VM_READ,1,0,"Success"
2472,conhost.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
2472,conhost.exe,PROCESS_VM_OPERATION,1,0,"Success"
2472,conhost.exe,PROCESS_VM_WRITE,1,0,"Success"
2472,conhost.exe,PROCESS_CREATE_THREAD,1,0,"Success"
12028,vctip.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
12028,vctip.exe,PROCESS_VM_READ,1,0,"Success"
12028,vctip.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
12028,vctip.exe,PROCESS_VM_OPERATION,1,0,"Success"
12028,vctip.exe,PROCESS_VM_WRITE,1,0,"Success"
12028,vctip.exe,PROCESS_CREATE_THREAD,1,0,"Success"
14676,SearchProtocolHost.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
14676,SearchProtocolHost.exe,PROCESS_VM_READ,0,5,"Access denied"
14676,SearchProtocolHost.exe,QUERY_INFORMATION | VM_READ,0,5,"Access denied"
14676,SearchProtocolHost.exe,PROCESS_VM_OPERATION,0,5,"Access denied"
14676,SearchProtocolHost.exe,PROCESS_VM_WRITE,0,5,"Access denied"
14676,SearchProtocolHost.exe,PROCESS_CREATE_THREAD,0,5,"Access denied"
10072,chrome.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
10072,chrome.exe,PROCESS_VM_READ,1,0,"Success"
10072,chrome.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
10072,chrome.exe,PROCESS_VM_OPERATION,1,0,"Success"
10072,chrome.exe,PROCESS_VM_WRITE,1,0,"Success"
10072,chrome.exe,PROCESS_CREATE_THREAD,1,0,"Success"
18708,SearchProtocolHost.exe,PROCESS_QUERY_INFORMATION,1,0,"Success"
18708,SearchProtocolHost.exe,PROCESS_VM_READ,1,0,"Success"
18708,SearchProtocolHost.exe,QUERY_INFORMATION | VM_READ,1,0,"Success"
18708,SearchProtocolHost.exe,PROCESS_VM_OPERATION,1,0,"Success"
18708,SearchProtocolHost.exe,PROCESS_VM_WRITE,1,0,"Success"
18708,SearchProtocolHost.exe,PROCESS_CREATE_THREAD,1,0,"Success"
10392,SearchFilterHost.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
10392,SearchFilterHost.exe,PROCESS_VM_READ,0,5,"Access denied"
10392,SearchFilterHost.exe,QUERY_INFORMATION | VM_READ,0,5,"Access denied"
10392,SearchFilterHost.exe,PROCESS_VM_OPERATION,0,5,"Access denied"
10392,SearchFilterHost.exe,PROCESS_VM_WRITE,0,5,"Access denied"
10392,SearchFilterHost.exe,PROCESS_CREATE_THREAD,0,5,"Access denied"
10680,WmiPrvSE.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
10680,WmiPrvSE.exe,PROCESS_VM_READ,0,5,"Access denied"
10680,WmiPrvSE.exe,QUERY_INFORMATION | VM_READ,0,5,"Access denied"
10680,WmiPrvSE.exe,PROCESS_VM_OPERATION,0,5,"Access denied"
10680,WmiPrvSE.exe,PROCESS_VM_WRITE,0,5,"Access denied"
10680,WmiPrvSE.exe,PROCESS_CREATE_THREAD,0,5,"Access denied"
16816,WmiPrvSE.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
16816,WmiPrvSE.exe,PROCESS_VM_READ,0,5,"Access denied"
16816,WmiPrvSE.exe,QUERY_INFORMATION | VM_READ,0,5,"Access denied"
16816,WmiPrvSE.exe,PROCESS_VM_OPERATION,0,5,"Access denied"
16816,WmiPrvSE.exe,PROCESS_VM_WRITE,0,5,"Access denied"
16816,WmiPrvSE.exe,PROCESS_CREATE_THREAD,0,5,"Access denied"
7588,svchost.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
7588,svchost.exe,PROCESS_VM_READ,0,5,"Access denied"
7588,svchost.exe,QUERY_INFORMATION | VM_READ,0,5,"Access denied"
7588,svchost.exe,PROCESS_VM_OPERATION,0,5,"Access denied"
7588,svchost.exe,PROCESS_VM_WRITE,0,5,"Access denied"
7588,svchost.exe,PROCESS_CREATE_THREAD,0,5,"Access denied"
